Symbol,Date,Open,High,Low,Close,Volume
AGTK.OB,23-Nov-16,0.0217,0.03,0.0197,0.0287,9604300
AHCHF.OB,23-Nov-16,2.75,2.75,2.75,2.75,2800
AHCHY.OB,23-Nov-16,13.79,14.08,13.79,14.08,7500
AHCP.OB,23-Nov-16,0.01,0.011,0.01,0.011,150000
AHEXY.OB,23-Nov-16,30.75,30.75,30.45,30.67,27000
AHIX.OB,23-Nov-16,0.0001,0.0001,0.0001,0.0001,1699900
AHKSY.OB,23-Nov-16,17.4401,17.536,17.4401,17.525,12100
AHROQ.OB,23-Nov-16,0.01,0.01,0.01,0.01,200
AIBSF.OB,23-Nov-16,5.05,5.05,5.04,5.04,100
AICAF.OB,23-Nov-16,0.646,0.646,0.64,0.64,2000
AILIH.OB,23-Nov-16,96,96,96,96,100
AILIO.OB,23-Nov-16,99.51,99.51,99.51,99.51,100
AILLL.OB,23-Nov-16,25.87,25.87,25.87,25.87,300
AILLM.OB,23-Nov-16,101.5,101.5,101.5,101.5,300
AILLO.OB,23-Nov-16,94.99,95,94,95,300
AIOCF.OB,23-Nov-16,9.4719,9.6436,9.4162,9.6436,2000
AIQUY.OB,23-Nov-16,19.66,19.87,19.575,19.825,107400
AIRRF.OB,23-Nov-16,0.314,0.314,0.292,0.3,47400
AIRW.OB,23-Nov-16,0.0355,0.044,0.0355,0.0355,9500
AJBI.OB,23-Nov-16,0.1,0.1,0.0846,0.0945,7100
AJINY.OB,23-Nov-16,19.37,19.37,19.37,19.37,400
AJMPF.OB,23-Nov-16,3.6,3.6,3.6,3.6,8000
AJSB.OB,23-Nov-16,15.95,15.95,15.95,15.95,600
AKBTY.OB,23-Nov-16,4.59,4.59,4.52,4.56,18300
AKDS.OB,23-Nov-16,1.2,1.3,1.05,1.13,17600
AKRFF.OB,23-Nov-16,0.1652,0.1652,0.1652,0.1652,7500
AKRRF.OB,23-Nov-16,9.7,9.7,9.7,9.7,100
AKTAF.OB,23-Nov-16,5.4954,5.4954,5.4954,5.4954,200
AKZOF.OB,23-Nov-16,61.38,61.38,61.38,61.38,100
AKZOY.OB,23-Nov-16,20.535,20.56,20.45,20.525,41700
ALARF.OB,23-Nov-16,15.2816,15.2816,15.2816,15.2816,6500
ALAWP.OB,23-Nov-16,26,26,26,26,100
ALBKY.OB,23-Nov-16,0.505,0.51,0.496,0.51,27500
ALBMP.OB,23-Nov-16,26,26,25.8,25.8,1900
ALBY.OB,23-Nov-16,1.52,1.54,1.52,1.54,2200
ALDVF.OB,23-Nov-16,0.072,0.072,0.072,0.072,2500
ALFFF.OB,23-Nov-16,1.1953,1.1953,1.1953,1.1953,202000
ALFVY.OB,23-Nov-16,14.97,15.05,14.9,15.02,20100
ALGGY.OB,23-Nov-16,12.72,12.99,12.72,12.73,9600
ALGI.OB,23-Nov-16,0.0081,0.0081,0.0081,0.0081,20000
ALIAF.OB,23-Nov-16,1.77,1.77,1.6617,1.69,77600
ALIOF.OB,23-Nov-16,153.55,153.55,153.55,153.55,300
ALIOY.OB,23-Nov-16,37,38.55,36.89,38.255,35200
ALIZF.OB,23-Nov-16,159.275,159.275,158.23,158.23,200
ALKEF.OB,23-Nov-16,0.315,0.315,0.3127,0.3127,2700
ALKM.OB,23-Nov-16,0.0004,0.0006,0.0004,0.0006,7704200
ALLM.OB,23-Nov-16,0.23,0.23,0.23,0.23,100
ALME.OB,23-Nov-16,0.0046,0.0046,0.0042,0.0042,10300
ALNPY.OB,23-Nov-16,5.58,5.5895,5.58,5.5895,1100
ALPE.OB,23-Nov-16,1.03,1.03,1.03,1.03,1200
ALPMY.OB,23-Nov-16,14.25,14.25,14.15,14.235,173600
ALPVN.OB,23-Nov-16,100,100,100,100,100
ALSMY.OB,23-Nov-16,2.75,2.76,2.74,2.755,17200
ALSSF.OB,23-Nov-16,2.34,2.8,2.34,2.8,3600
ALSWF.OB,23-Nov-16,4.5132,4.52,4.5132,4.52,200
ALTKY.OB,23-Nov-16,1.3,1.34,1.275,1.333,8100
ALVOF.OB,23-Nov-16,0.1555,0.1608,0.142,0.1464,42800
ALVRQ.OB,23-Nov-16,0.0031,0.0031,0.0031,0.0031,2000
ALXDF.OB,23-Nov-16,0.0345,0.035,0.0253,0.035,60300
ALYI.OB,23-Nov-16,0.0154,0.02,0.0154,0.017,590900
AMADY.OB,23-Nov-16,43.72,44.1,43.56,43.735,26900
AMAR.OB,23-Nov-16,0.173,0.21,0.173,0.21,1200
AMAVF.OB,23-Nov-16,32.59,32.59,32.5,32.5,300
AMAZ.OB,23-Nov-16,0.379,0.379,0.379,0.379,100
AMBS.OB,23-Nov-16,0.03,0.032,0.03,0.03,258100
AMBTQ.OB,23-Nov-16,0.0025,0.0025,0.0025,0.0025,3100
AMBZ.OB,23-Nov-16,31.25,31.49,31.25,31.49,200
AMCRY.OB,23-Nov-16,41.77,42.51,41.77,42.44,22300
AMEH.OB,23-Nov-16,4.23,4.23,4.23,4.23,400
AMEN.OB,23-Nov-16,500,511,500,511,100
AMFE.OB,23-Nov-16,0.0067,0.0067,0.0059,0.0065,790300
AMIGY.OB,23-Nov-16,23.855,23.875,23.75,23.75,700
AMIH.OB,23-Nov-16,1.29,1.29,1.29,1.29,100
AMIN.OB,23-Nov-16,0.52,0.58,0.52,0.58,16700
AMKAF.OB,23-Nov-16,1247.3,1259,1247,1259,100
AMKBY.OB,23-Nov-16,6.54,6.58,6.52,6.57,57000
AMLH.OB,23-Nov-16,0.0001,0.0001,0.0001,0.0001,4220000
AMLM.OB,23-Nov-16,0.04,0.044,0.04,0.04,30500
AMMJ.OB,23-Nov-16,0.56,0.8689,0.461,0.848,4909500
AMMX.OB,23-Nov-16,0.0077,0.0077,0.0076,0.0077,80000
AMNF.OB,23-Nov-16,2.19,2.19,2.17,2.17,4800
AMNL.OB,23-Nov-16,0.1102,0.113,0.11,0.1101,70500
AMNP.OB,23-Nov-16,0.008,0.008,0.008,0.008,300
AMPLQ.OB,23-Nov-16,0.0045,0.0045,0.0045,0.0045,2000
AMRH.OB,23-Nov-16,6.51,6.51,6.51,6.51,100
AMSIY.OB,23-Nov-16,0.9419,0.9419,0.9419,0.9419,400
AMSYF.OB,23-Nov-16,7.4775,7.48,7.4775,7.48,500000
AMZGQ.OB,23-Nov-16,0.0111,0.0146,0.011,0.011,5000
ANCKF.OB,23-Nov-16,0.9496,0.9496,0.898,0.9,73800
ANCUF.OB,23-Nov-16,47.1844,47.1844,47.1844,47.1844,4600
ANDI.OB,23-Nov-16,0.0032,0.0032,0.0032,0.0032,47800
ANDR.OB,23-Nov-16,0.0539,0.0539,0.0539,0.0539,500
ANFC.OB,23-Nov-16,0.046,0.0519,0.046,0.046,31800
ANGCF.OB,23-Nov-16,0.0792,0.0792,0.0792,0.0792,5000
ANGPY.OB,23-Nov-16,3.52,3.62,3.52,3.62,33900
ANGYF.OB,23-Nov-16,0.0003,0.0003,0.0003,0.0003,2000
ANKOF.OB,23-Nov-16,0.2977,0.2977,0.2977,0.2977,3000
ANLDF.OB,23-Nov-16,0.058,0.058,0.058,0.058,2000
ANLKY.OB,23-Nov-16,3.16,3.16,3.16,3.16,1400
ANNSF.OB,23-Nov-16,132.59,132.59,132.59,132.59,100
ANPCY.OB,23-Nov-16,9.2,9.2,9.2,9.2,100
ANSLY.OB,23-Nov-16,67.03,67.06,67.03,67.06,700
ANZBY.OB,23-Nov-16,21.07,21.07,20.5,20.765,16100
ANZFF.OB,23-Nov-16,1.44,1.44,1.44,1.44,100
AOBI.OB,23-Nov-16,1,1,1,1,100
AOIFF.OB,23-Nov-16,1.4158,1.4158,1.39,1.4,5000
AOLS.OB,23-Nov-16,0.201,0.205,0.201,0.205,5400
AOSDF.OB,23-Nov-16,0.0827,0.0827,0.0827,0.0827,10000
AOVTF.OB,23-Nov-16,0.0001,0.0001,0.0001,0.0001,9500
APAFF.OB,23-Nov-16,0.0321,0.0321,0.0321,0.0321,10000
APAJF.OB,23-Nov-16,5.63,5.63,5.63,5.63,5500
APEMY.OB,23-Nov-16,44.58,45.175,44.58,44.8467,200
APGI.OB,23-Nov-16,0.1565,0.1585,0.1565,0.1565,26200
APHD.OB,23-Nov-16,0.0102,0.0188,0.0101,0.0188,10200
APLVF.OB,23-Nov-16,35.047,35.05,34.34,34.34,3600
APNHY.OB,23-Nov-16,20.75,20.76,20.41,20.76,9700
APRAF.OB,23-Nov-16,0.1021,0.1021,0.1001,0.1001,11700
APRDM.OB,23-Nov-16,100.95,101.8,100.95,101.8,500
APRDO.OB,23-Nov-16,100,100,100,100,200
APRDP.OB,23-Nov-16,100.5,100.5,100.5,100.5,200
APSI.OB,23-Nov-16,0.025,0.025,0.025,0.025,103000
APTTF.OB,23-Nov-16,0.3621,0.364,0.3621,0.3621,5800
APVS.OB,23-Nov-16,0.0037,0.0037,0.0037,0.0037,5400
APYP.OB,23-Nov-16,0.002,0.002,0.0018,0.0018,501900
AQARF.OB,23-Nov-16,0.16,0.176,0.1579,0.1688,156700
AQSZF.OB,23-Nov-16,0.2141,0.228,0.1996,0.228,32500
AQUNF.OB,23-Nov-16,7.8557,7.8771,7.84,7.8517,9400
ARAFF.OB,23-Nov-16,0.044,0.0448,0.044,0.0448,12000
ARCAY.OB,23-Nov-16,13.67,15.95,13.67,15.95,800
ARCK.OB,23-Nov-16,2.1,2.1,2.1,2.1,100
ARCS.OB,23-Nov-16,0.0008,0.0009,0.0008,0.0009,2143800
ARCTF.OB,23-Nov-16,0.7084,0.7153,0.68,0.6988,356200
AREM.OB,23-Nov-16,0.003,0.0035,0.003,0.0035,100
ARESF.OB,23-Nov-16,8.73,8.73,8.73,8.73,300
ARET.OB,23-Nov-16,0.1182,0.1182,0.1182,0.1182,100
ARGEF.OB,23-Nov-16,0.04,0.045,0.04,0.045,28000
ARGKF.OB,23-Nov-16,10.14,10.14,9.9,9.9,900
ARHN.OB,23-Nov-16,15.75,15.75,15.75,15.75,100
ARHTF.OB,23-Nov-16,0.109,0.109,0.109,0.109,4000
ARKAY.OB,23-Nov-16,93.32,93.4619,93.029,93.04,5700
ARNGF.OB,23-Nov-16,1.8297,1.9007,1.7917,1.84,24400
ARNI.OB,23-Nov-16,0.31,0.318,0.29,0.3,6000
ARRAF.OB,23-Nov-16,0.15,0.15,0.15,0.15,10000
ARREF.OB,23-Nov-16,0.19,0.21,0.19,0.21,64000
ARTH.OB,23-Nov-16,0.5965,0.604,0.59,0.593,153300
ARTM.OB,23-Nov-16,0.0111,0.0111,0.0111,0.0111,7600
ARVSF.OB,23-Nov-16,0.1257,0.1258,0.122,0.122,70000
ARWD.OB,23-Nov-16,0.0007,0.0007,0.0007,0.0007,500
ARXG.OB,23-Nov-16,0.0045,0.0045,0.0045,0.0045,5600
ARYC.OB,23-Nov-16,0.0022,0.003,0.0019,0.0025,37170600
ARZTY.OB,23-Nov-16,20.835,20.89,20.66,20.755,5800
ASAZF.OB,23-Nov-16,18.16,18.16,18.16,18.16,200
ASAZY.OB,23-Nov-16,9.04,9.08,9,9.05,156900
ASBFF.OB,23-Nov-16,31.84,31.84,31.84,31.84,100
ASBFY.OB,23-Nov-16,32.6,33.01,32.51,32.935,31400
ASBN.OB,23-Nov-16,12.76,12.76,12.76,12.76,100
ASCCY.OB,23-Nov-16,21.15,21.15,21.15,21.15,100
ASCK.OB,23-Nov-16,0.0061,0.0065,0.0057,0.0064,1865100
ASEKY.OB,23-Nov-16,41.68,41.68,41.68,41.68,100
ASGLY.OB,23-Nov-16,6.63,6.63,6.52,6.56,10600
ASHG.OB,23-Nov-16,269.9,269.9,269.9,269.9,100
ASHTY.OB,23-Nov-16,72.96,74.49,72.96,74.13,87600
ASHXF.OB,23-Nov-16,0.017,0.017,0.017,0.017,100
ASLEF.OB,23-Nov-16,1.13,1.15,1.13,1.15,10400
ASMIY.OB,23-Nov-16,42.51,42.51,42.51,42.51,200
ASMLF.OB,23-Nov-16,104.49,104.49,104.49,104.49,100
ASNB.OB,23-Nov-16,0.0947,0.0947,0.07,0.085,476200
ASOLF.OB,23-Nov-16,1.473,1.473,1.411,1.429,15000
ASOMY.OB,23-Nov-16,61.72,62.07,61.72,61.89,200
ASOZY.OB,23-Nov-16,12.045,12.045,12.045,12.045,400
ASPT.OB,23-Nov-16,0.005,0.005,0.005,0.005,1600
ASPU.OB,23-Nov-16,0.275,0.275,0.27,0.27,8200
ASPW.OB,23-Nov-16,0.004,0.0041,0.004,0.004,9700
ASRCF.OB,23-Nov-16,0.3425,0.3425,0.34,0.34,5700
ASTI.OB,23-Nov-16,0.011,0.014,0.009,0.009,33120900
ASUV.OB,23-Nov-16,0.061,0.061,0.061,0.061,100
ASXSF.OB,23-Nov-16,0.2688,0.2688,0.2688,0.2688,5000
ATADF.OB,23-Nov-16,0.2432,0.26,0.239,0.2466,233700
ATASY.OB,23-Nov-16,10.36,10.47,10.27,10.375,28800
ATBPF.OB,23-Nov-16,0.1396,0.1396,0.1396,0.1396,2700
ATBYF.OB,23-Nov-16,5.998,5.999,5.998,5.998,1600
ATCH.OB,23-Nov-16,0.0039,0.0039,0.0039,0.0039,10000
ATCMF.OB,23-Nov-16,0.6117,0.6318,0.5739,0.6318,93000
ATCV.OB,23-Nov-16,0.0114,0.0114,0.0114,0.0114,1500
ATDRY.OB,23-Nov-16,1.27,1.34,1.27,1.3,5100
ATEA.OB,23-Nov-16,1.75,1.8178,1.55,1.8178,5200
ATGFF.OB,23-Nov-16,24.1868,24.1868,24.1868,24.1868,2800
ATGN.OB,23-Nov-16,0.18,0.18,0.18,0.18,200
ATGYF.OB,23-Nov-16,0.0329,0.0329,0.0329,0.0329,4500
ATHJF.OB,23-Nov-16,0.031,0.031,0.031,0.031,25000
ATHOF.OB,23-Nov-16,0.93,0.93,0.93,0.93,400
ATLCY.OB,23-Nov-16,26.92,26.997,26.84,26.84,4900
ATLDF.OB,23-Nov-16,0.046,0.046,0.046,0.046,100
ATLKY.OB,23-Nov-16,30.32,30.44,30.295,30.4,13600
ATLRF.OB,23-Nov-16,0.063,0.063,0.063,0.063,28000
ATLS.OB,23-Nov-16,1.23,1.28,1.23,1.26,22200
ATROB.OB,23-Nov-16,37.67,38.75,37.67,38.75,6200
ATTBF.OB,23-Nov-16,0.109,0.1193,0.106,0.113,125800
ATUSF.OB,23-Nov-16,8.4753,8.81,8.398,8.8097,45100
AUDVF.OB,23-Nov-16,652.4,652.4,652.4,652.4,100
AUNB.OB,23-Nov-16,8.6,8.6,8.6,8.6,600
AUNFF.OB,23-Nov-16,0.2991,0.3054,0.2978,0.299,23500
AURI.OB,23-Nov-16,0.001,0.001,0.001,0.001,100
AUSI.OB,23-Nov-16,0.045,0.0451,0.045,0.0451,5100
AUTLY.OB,23-Nov-16,13.32,13.32,13.32,13.32,100
AUTR.OB,23-Nov-16,0.0103,0.0103,0.0103,0.0103,2000
AUXO.OB,23-Nov-16,0.76,0.7989,0.76,0.7989,8500
AVBH.OB,23-Nov-16,16.8,17,16.8,17,1300
AVCVF.OB,23-Nov-16,0.0131,0.017,0.0069,0.017,10700
AVEW.OB,23-Nov-16,0.0022,0.0024,0.0018,0.002,259800
AVIFY.OB,23-Nov-16,4.052,4.092,4.052,4.092,1600
AVLP.OB,23-Nov-16,0.3,0.5,0.3,0.5,33200
AVLY.OB,23-Nov-16,48.2,48.2,48.2,48.2,300
AVMXY.OB,23-Nov-16,2.03,2.03,2.03,2.03,100
AVNZF.OB,23-Nov-16,0.1409,0.1464,0.1409,0.1433,96000
AWCMF.OB,23-Nov-16,1.23,1.23,1.23,1.23,1600
AWCMY.OB,23-Nov-16,5.02,5.02,4.98,5.01,13700
AWGI.OB,23-Nov-16,0.0003,0.0003,0.0003,0.0003,135000
AWLCF.OB,23-Nov-16,3.53,3.5703,3.53,3.5703,500
AWNE.OB,23-Nov-16,0.0016,0.0016,0.0016,0.0016,100
AXAHF.OB,23-Nov-16,23.39,23.62,23.39,23.42,9100
AXAHY.OB,23-Nov-16,23.28,23.61,23.28,23.55,154700
AXCG.OB,23-Nov-16,0.0001,0.0001,0.0001,0.0001,50000
AXDDF.OB,23-Nov-16,0.98,1.05,0.8975,1.0043,119000
AXIM.OB,23-Nov-16,7.45,7.6,5.5,6.14,199200
AXLX.OB,23-Nov-16,0.0003,0.0003,0.0003,0.0003,100
AXMM.OB,23-Nov-16,0.0009,0.0009,0.0007,0.0007,467000
AXPLF.OB,23-Nov-16,0.12,0.12,0.11,0.11,900
AXPW.OB,23-Nov-16,0.011,0.014,0.0105,0.0118,993600
AXXDF.OB,23-Nov-16,0.1983,0.1983,0.1983,0.1983,400
AXXE.OB,23-Nov-16,0.0002,0.0002,0.0001,0.0002,1421000
AYALY.OB,23-Nov-16,14.87,14.87,14.87,14.87,100
AYTU.OB,23-Nov-16,1.15,1.19,1.1,1.15,11800
AZFL.OB,23-Nov-16,0.01,0.01,0.01,0.01,15100
AZGFF.OB,23-Nov-16,0.0003,0.0003,0.0003,0.0003,700
AZIHF.OB,23-Nov-16,15,15,15,15,600
AZIHY.OB,23-Nov-16,29.3,29.3,29.3,29.3,100
AZNCF.OB,23-Nov-16,52,52.25,51,51.09,700
AZSEY.OB,23-Nov-16,15.83,15.95,15.8,15.925,354900
AZUR.OB,23-Nov-16,1.06,1.08,1.01,1.03,31400
BABB.OB,23-Nov-16,0.85,0.8899,0.8201,0.8201,1900
BABWF.OB,23-Nov-16,5.65,5.65,5.65,5.65,200
BACHF.OB,23-Nov-16,0.44,0.44,0.44,0.44,10800
BACHY.OB,23-Nov-16,11.02,11.08,10.99,11.05,10800
BAESF.OB,23-Nov-16,7.55,7.55,7.55,7.55,1000
BAESY.OB,23-Nov-16,29.74,30.06,29.7225,29.99,27800
BAFYY.OB,23-Nov-16,6.64,6.86,6.64,6.67,2700
BAJFF.OB,23-Nov-16,0.116,0.116,0.116,0.116,100
BAKPF.OB,23-Nov-16,0.001,0.001,0.0001,0.0001,5200
BALMF.OB,23-Nov-16,0.6311,0.636,0.595,0.5981,150700
BAMGF.OB,23-Nov-16,12.3844,12.3844,12.3844,12.3844,100
BAMXF.OB,23-Nov-16,86.49,86.7,86.4501,86.63,3800
BARZ.OB,23-Nov-16,0.055,0.0589,0.055,0.055,276000
BASFY.OB,23-Nov-16,84.52,84.83,84.17,84.71,22400
BATRB.OB,23-Nov-16,19.51,19.68,19.51,19.68,100
BAYK.OB,23-Nov-16,7.45,7.45,7.45,7.45,100
BAYP.OB,23-Nov-16,0.0002,0.0002,0.0001,0.0002,147065000
BAYRY.OB,23-Nov-16,93.6,93.6,92.84,93.28,142900
BAYZF.OB,23-Nov-16,93.5,93.5,92.773,92.84,1100
BBAVY.OB,23-Nov-16,16.606,16.82,16.54,16.59,4600
BBBI.OB,23-Nov-16,16.31,16.31,16.31,16.31,200
BBBK.OB,23-Nov-16,70.78,70.78,70.65,70.65,2200
BBDA.OB,23-Nov-16,0.0001,0.001,0.0001,0.001,20005300
BBEPQ.OB,23-Nov-16,0.3725,0.395,0.36,0.3795,533100
BBGP.OB,23-Nov-16,2.66,2.69,2.57,2.69,234500
BBLS.OB,23-Nov-16,0.128,0.128,0.128,0.128,900
BBPPQ.OB,23-Nov-16,5.02,5.615,5.02,5.25,22900
BBRD.OB,23-Nov-16,0.0015,0.0015,0.0012,0.0015,155400
BBSEY.OB,23-Nov-16,8.46,8.59,8.3,8.4,44900
BBTH.OB,23-Nov-16,0.1099,0.1198,0.092,0.11,64800
BCAUY.OB,23-Nov-16,60.75,63.65,60.75,63.65,100
BCBHF.OB,23-Nov-16,0.14,0.14,0.13,0.13,36300
BCCI.OB,23-Nov-16,0.025,0.04,0.025,0.0286,727300
BCEKF.OB,23-Nov-16,1.33,1.36,1.29,1.31,84000
BCGOF.OB,23-Nov-16,0.05,0.05,0.05,0.05,20000
BCHEY.OB,23-Nov-16,12.52,12.52,12.52,12.52,300
BCLYF.OB,23-Nov-16,2.64,2.64,2.63,2.63,224100
BCML.OB,23-Nov-16,12.85,12.95,12.85,12.949,1600
BCRMF.OB,23-Nov-16,1.0113,1.0113,1.0113,1.0113,1000
BCWG.OB,23-Nov-16,1.75,1.75,1.75,1.75,100
BDCI.OB,23-Nov-16,0.15,0.15,0.11,0.127,15700
BDGSF.OB,23-Nov-16,38.475,38.475,38.05,38.475,100
BDIMF.OB,23-Nov-16,2.5242,2.5242,2.5242,2.5242,4000
BDNNF.OB,23-Nov-16,25.454,25.454,25.454,25.454,100
BDORY.OB,23-Nov-16,8.23,8.8,8.23,8.35,81600
